번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
157,034730,SK,116409,기타 금융업,"70,360,297","15,385,286,400","200",원(KRW),02-2121-5114,서울특별시 종로구 종로 26 SK주식회사,2367
158,307070,SK4호스팩,116601,금융 지원 서비스업,"5,160,000","516,000,000","100",원(KRW),02-3773-9151,서울특별시 영등포구 국제금융로8길 31 4층 &nbsp,2367
159,337450,SK5호스팩,116601,금융 지원 서비스업,"4,310,000","431,000,000","100",원(KRW),02-3773-8227,"서울특별시 영등포구 국제금융로8길 31, 4층 ",2367
160,340350,SK6호스팩,116601,금융 지원 서비스업,"5,710,000","571,000,000","100",원(KRW),02-3773-9131,"서울특별시 영등포구 국제금융로8길 31, 4층 ",2367
161,011790,SKC,032004,기타 화학제품 제조업,"37,534,555","187,672,775,000","5,000",원(KRW),031-250-7114,경기도 수원시 장안구 장안로309번길 84 (정자동) ,2367
162,057500,SKC 솔믹스,032602,전자부품 제조업,"61,494,040","30,747,020,000","500",원(KRW),(031)660-8400,경기도 평택시  경기대로 1043 ,2367
163,018670,SK가스,074607,기타 전문 도매업,"9,230,244","46,151,220,000","5,000",원(KRW),02-6200-8114,경기도 성남시 분당구 판교로 332 ECO Hub,2367
164,001740,SK네트웍스,074607,기타 전문 도매업,"248,187,647","620,753,237,500","2,500",원(KRW),070-7800-2114,경기도 수원시 팔달구 매산로52번길 4 - ,2367
165,006120,SK디스커버리,116409,기타 금융업,"19,037,855","111,677,150,000","5,000",원(KRW),02-2008-2008,경기도 성남시 분당구 판교로 332 -,2367
166,210980,SK디앤디,126801,부동산 임대 및 공급업,"18,990,164","18,990,164,000","1,000",원(KRW),02-398-4700,경기도 성남시 분당구 판교로 332 (삼평동),2367
167,068400,SK렌터카,147601,운송장비 임대업,"35,765,140","17,882,570,000","500",원(KRW),1544-1600,서울특별시 구로구  서부샛길 822 ,2367
168,036490,SK머티리얼즈,032001,기초 화학물질 제조업,"10,547,673","5,273,836,500","500",원(KRW),054-630-8114,경상북도 영주시  가흥공단로 59-33 ,2367
169,052260,SK바이오랜드,032004,기타 화학제품 제조업,"15,000,000","7,500,000,000","500",원(KRW),041-550-7700,충청북도 청주시 흥덕구 오송읍 오송생명2로 22 SK 바이오랜드 오송공장 ,2367
170,096770,SK이노베이션,031902,석유 정제품 제조업,"92,465,564","468,569,950,000","5,000",원(KRW),02-2121-5114,서울특별시 종로구  종로 26 ,2367
171,001510,SK증권,116601,금융 지원 서비스업,"472,590,171","238,251,342,500","500",원(KRW),02-3773-8245,서울특별시 영등포구 국제금융로8길 31 여의도동 SK증권빌딩,2367
172,285130,SK케미칼,032002,합성고무 및 플라스틱 물질 제조업,"11,741,396","66,000,330,000","5,000",원(KRW),02-2008-2726,경기도 성남시 분당구 판교로 310 ,2367
173,017670,SK텔레콤,106102,전기 통신업,"80,745,711","44,639,473,000","500",원(KRW),02-6100-2114,서울특별시 중구  을지로 65 (을자로2가),2367
174,000660,SK하이닉스,032601,반도체 제조업,"728,002,365","3,657,652,050,000","5,000",원(KRW),031-630-4114,경기도 이천시  부발읍 경충대로 2091 ,2367
175,048550,SM C&C,137103,광고업,"94,610,120","47,305,060,000","500",원(KRW),02-3788-0000,서울특별시 강남구 삼성로 648한섬빌딩 ,2367
176,063440,SM Life Design,031802,기록매체 복제업,"45,029,154","22,874,577,000","500",원(KRW),031-955-7171,경기도 파주시 직지길 376 ,2367
177,950180,SNK,105802,소프트웨어 개발 및 공급업,"21,061,800","0","0",일본엔(JPY),+81-06-6339-6362,"1-16-17, Esakacho, Suitasi, Osaka, Japan ",2367
178,005610,SPC삼립,031007,기타 식품 제조업,"8,629,009","43,145,045,000","5,000",원(KRW),02-2276-5061,경기도 시흥시 공단1대로 101 ,2367
179,011810,STX,074608,상품 종합 도매업,"19,726,902","49,317,255,000","2,500",원(KRW),02-316-9600,경상남도 창원시 성산구  중앙대로 105  ,2367
180,077970,STX엔진,032901,일반 목적용 기계 제조업,"23,008,904","57,522,260,000","2,500",원(KRW),-,경상남도 창원시 성산구  공단로474번길 36 ,2367
181,071970,STX중공업,032901,일반 목적용 기계 제조업,"28,365,976","70,914,940,000","2,500",원(KRW),055-280-0700,경상남도 창원시 성산구  남면로 381 ,2367
182,289080,SV인베스트먼트,116409,기타 금융업,"53,234,000","26,617,000,000","500",원(KRW),02-3775-1020,"서울특별시 영등포구 국제금융로 10 46층 (여의도동, 쓰리아이에프씨)",2367
183,002710,TCC스틸,032401,1차 철강 제조업,"23,000,000","23,000,000,000","1,000",원(KRW),02-2633-3311,경상북도 포항시 남구  괴동로 100 ,2367
184,089230,THE E&M,106309,기타 정보 서비스업,"125,533,945","12,553,394,500","100",원(KRW),02-2088-8222,서울특별시 강남구 논현로 842 압구정빌딩 8층(신사동) ,2367
185,161570,THE MIDONG,032605,영상 및 음향기기 제조업,"13,791,786","6,895,893,000","500",원(KRW),070-7425-0614,서울특별시 서초구 남부순환로 2652 대명빌딩 7층 ,2367
186,032540,TJ미디어,032605,영상 및 음향기기 제조업,"13,931,609","6,965,804,500","500",원(KRW),02  -3663-4700,서울특별시 강서구 화곡로64길 23 ,2367
187,048770,TPC,032901,일반 목적용 기계 제조업,"13,480,276","6,740,138,000","500",원(KRW),032 -572 -1700,인천광역시 서구 갑문2로 39 (오류동) 단해창도클러스터 ,2367
188,246690,TS인베스트먼트,116402,신탁업 및 집합투자업,"23,500,960","11,750,480,000","500",원(KRW),02-6250-5700,"서울특별시 강남구 선릉로 531, 3층 302호 ",2367
189,284610,TS트릴리온,032004,기타 화학제품 제조업,"37,657,000","3,765,700,000","100",원(KRW),02-785-8296,"서울특별시 영등포구 양평로 96 1층,6층,8층(양평동4가, 티에스빌딩)",2367
190,038340,UCI,168505,일반 교습 학원,"35,318,572","17,709,286,000","500",원(KRW),(02)3438-6900,"서울특별시 구로구 디지털로33길 48 604호(구로동, 대륭포스트타워7차)",2367
191,073570,WI,032902,특수 목적용 기계 제조업,"75,664,793","7,566,479,300","100",원(KRW),041-582-5700,충청남도 천안시 서북구 직산읍 4산단7로 17-15 -,2367
192,024070,WISCOM,032202,플라스틱제품 제조업,"15,326,438","7,663,219,000","500",원(KRW),031-495-1181,경기도 안산시 단원구  강촌로 237 ,2367
193,052300,W홀딩컴퍼니,085209,기타 운송관련 서비스업,"232,418,093","23,241,809,300","100",원(KRW),02-6237-9784,"서울특별시 강남구 도산대로 414 14층(청담동, 한성청담빌딩) ",2367
194,057030,YBM넷,168507,교육지원 서비스업,"16,312,697","8,156,348,500","500",원(KRW),(02) 2008-5200,"경기도 성남시 분당구 대왕판교로 670 유스페이스2 A동 8,9층 ",2367
195,037270,YG PLUS,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","58,464,821","29,857,410,500","500",원(KRW),02-3140-4600,서울특별시 강남구 도산대로15길 12 -,2367
196,040300,YTN,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","42,000,000","42,000,000,000","1,000",원(KRW),(02) 398-8000,서울특별시 마포구 상암산로 76와이티엔뉴스퀘어 ,2367
197,051390,YW,074608,상품 종합 도매업,"11,355,368","5,677,684,000","500",원(KRW),(031)703-7118,"경기도 성남시 분당구  야탑남로 280 801(야탑동,분당테크노파크씨동)",2367
198,052220,iMBC,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","23,000,000","11,500,000,000","500",원(KRW),(02)2105-1100,"서울특별시 마포구 성암로 25510층(상암동, 문화방송미디어센터) ",2367
199,079940,가비아,105802,소프트웨어 개발 및 공급업,"13,535,684","6,767,842,000","500",원(KRW),1544-4370,"경기도 성남시 분당구  대왕판교로 660 유스페이스1 B동 401호,501호",2367
200,078890,가온미디어,032604,통신 및 방송 장비 제조업,"15,074,293","7,537,146,500","500",원(KRW),031-724-8500,경기도 성남시 분당구  성남대로 884-3 ,2367
201,000500,가온전선,032803,절연선 및 케이블 제조업,"4,160,347","20,801,735,000","5,000",원(KRW),031-8068-3928,경기도 군포시  엘에스로45번길 120 ,2367
202,192410,감마누,032604,통신 및 방송 장비 제조업,"23,824,005","11,912,002,500","500",원(KRW),031-831-8800,경기도 화성시 동탄면 금곡로 185-44 ,2367
203,000860,강남제비스코,032004,기타 화학제품 제조업,"6,500,000","6,500,000,000","1,000",원(KRW),051-892-4221,부산광역시 부산진구  냉정로 289 (가야동),2367
204,217730,강스템바이오텍,032101,기초 의약물질 및 생물학적 제제 제조업,"24,402,732","12,201,366,000","500",원(KRW),02-888-1590,서울특별시 강남구 테헤란로 512 신안빌딩 17층,2367
205,114190,강원,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","18,154,911","9,077,455,500","500",원(KRW),031-358-7683,"전라북도 군산시 자유무역1길 60 웰크론강원 510-9, 510-10, 510-12",2367
206,035250,강원랜드,189102,유원지 및 기타 오락관련 서비스업,"213,940,500","106,970,250,000","500",원(KRW),033-590-7700,강원도 정선군 사북읍 하이원길 265 강원랜드,2367
207,011420,갤럭시아에스엠,189101,스포츠 서비스업,"27,549,644","13,774,822,000","500",원(KRW),02-775-1300,서울특별시 강남구  학동로 311 미성빌딩 7층  ,2367
208,094480,갤럭시아컴즈,105802,소프트웨어 개발 및 공급업,"39,229,838","19,614,919,000","500",원(KRW),02-3484-8400,서울시 강남구 수서동 715번지 수서오피스 빌딩 12층 ,2367
209,063080,게임빌,105802,소프트웨어 개발 및 공급업,"6,595,192","3,297,596,000","500",원(KRW),02-876-5252,서울특별시 금천구 가산디지털1로 131 에이동 (가산동) ,2367
210,044480,경남바이오파마,032201,고무제품 제조업,"14,251,509","7,125,754,500","500",원(KRW),02-2203-3835,충청북도 증평군  증평읍 광장로 473-3 (주)유니더스,2367
211,039240,경남스틸,032401,1차 철강 제조업,"25,000,000","2,500,000,000","100",원(KRW),055 -252 -9208,경남 창원시 웅남동 61-46번지 ,2367
212,053950,경남제약,032102,의약품 제조업,"17,442,567","8,721,283,500","500",원(KRW),02-3490-5105,경상남도 의령군 동동리 1539-5 ,2367
213,223310,경남제약헬스케어,105802,소프트웨어 개발 및 공급업,"11,396,461","1,139,646,100","100",원(KRW),070-7860-9660,"서울특별시 강남구 학동로 306 5층(논현동, 곤비빌딩)",2367
214,002100,경농,032003,"비료, 농약 및 살균, 살충제 제조업","21,691,750","10,845,875,000","500",원(KRW),02-3488-5800,서울특별시 서초구 강남대로39길 15-10한라비발디스튜디오193 ,2367
215,009450,경동나비엔,032805,가정용 기기 제조업,"12,739,510","12,739,510,000","1,000",원(KRW),031-8060-5500,경기도 평택시 서탄면 수월암길 95 -,2367
216,267290,경동도시가스,043502,연료용 가스 제조 및 배관공급업,"5,895,406","14,738,515,000","2,500",원(KRW),052-219-5300,울산광역시 북구 염포로 260-10(진장동) 주식회사 경동도시가스 ,2367
217,012320,경동인베스트,116409,기타 금융업,"2,365,023","11,825,115,000","5,000",원(KRW),031-738-5557,경기도 성남시 분당구 수내로46번길 4 경동빌딩 -,2367
218,011040,경동제약,032102,의약품 제조업,"26,550,000","13,575,000,000","500",원(KRW),02  -576 -6121,경기도 화성시  양감면 제약단지로 224-3 ,2367
219,000050,경방,074701,종합 소매업,"27,415,270","13,707,635,000","500",원(KRW),02-2638-6000,서울특별시 영등포구 영중로 15 (영등포동 4가) ,2367
220,214390,경보제약,032101,기초 의약물질 및 생물학적 제제 제조업,"23,906,860","11,953,430,000","500",원(KRW),02-2175-2315,충청남도 아산시 실옥로 174 ,2367
221,012610,경인양행,032001,기초 화학물질 제조업,"41,196,365","20,598,182,500","500",원(KRW),032-571-7498,인천광역시 서구  건지로 199 (석남동) 223-52,2367
222,009140,경인전자,032602,전자부품 제조업,"1,570,797","7,853,985,000","5,000",원(KRW),02-2113-2000,"서울특별시 금천구  가산디지털2로 184 1411호(가산동,벽산/경인디지털밸리2)",2367
223,024910,경창산업,033003,자동차 신품 부품 제조업,"35,819,005","17,909,502,500","500",원(KRW),053 -560 -0141,대구광역시 달서구 성서로35길 6 월암동,2367
224,013580,계룡건설산업,064102,토목 건설업,"8,930,907","44,654,535,000","5,000",원(KRW),042-480-7114-5,대전광역시 서구 문정로48번길 48 -,2367
225,012200,계양전기,032901,일반 목적용 기계 제조업,"32,600,000","17,000,000,000","500",원(KRW),02-559-6800,서울특별시 강남구 테헤란로 508 (대치동)해성2빌딩 2층,2367
226,002140,고려산업,031006,"곡물가공품, 전분 및 전분제품 제조업","24,939,425","24,939,425,000","1,000",원(KRW),051-600-5069,부산광역시 사상구 새벽시장로 21(감전동) ,2367
227,198440,고려시멘트,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","31,979,960","3,197,996,000","100",원(KRW),061-390-6575,전라남도 장성군 장성읍 영천로 35 고려시멘트,2367
228,049720,고려신용정보,147509,기타 사업지원 서비스업,"14,300,000","7,150,000,000","500",원(KRW),02-3450-9000,"서울특별시 서초구 서초대로 353 (서초동, 유니온타워)",2367
229,010130,고려아연,032402,1차 비철금속 제조업,"18,870,000","94,350,000,000","5,000",원(KRW),02-519-3416,서울특별시 강남구  강남대로 542 영풍빌딩 ,2367
230,002240,고려제강,032401,1차 철강 제조업,"20,000,000","20,000,000,000","1,000",원(KRW),051-760-1700,부산광역시 수영구 구락로 150 ,2367
231,014570,고려제약,032102,의약품 제조업,"11,000,000","5,500,000,000","500",원(KRW),02-529-6100,경기도 이천시  신둔면 원적로 69-10 ,2367
232,098460,고영,032902,특수 목적용 기계 제조업,"13,730,951","6,865,475,500","500",원(KRW),02-6343-6000,"서울특별시 금천구 가산디지털2로 53 (가산동, 한라시그마밸리 14층, 15층)",2367
233,038530,골드퍼시픽,074604,생활용품 도매업,"44,638,392","22,319,196,000","500",원(KRW),02-2029-0700,"서울특별시 구로구 디지털로30길 28 7층, 702호(구로동, 마리오타워)",2367
234,900280,골든센츄리,116409,기타 금융업,"158,780,000","31,756,000","0.2",미국달러(USD),02-780-8863,"P. O. Box 31119 Grand Pavilion, Hibiscus Way, 802 West Bay Road, Grand Cayman, KY1 - 1205 Cayman Islands -",2367
235,215000,골프존,105802,소프트웨어 개발 및 공급업,"6,275,415","3,137,707,500","500",원(KRW),1577-4333,서울특별시 강남구 영동대로 735 - ,2367
236,121440,골프존뉴딘홀딩스,074601,상품 중개업,"42,836,818","21,418,409,000","500",원(KRW),042-862-8109,서울특별시 강남구 영동대로 735- ,2367
237,183410,골프존데카,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","4,111,161","2,055,580,500","500",원(KRW),1644-8481,"경기도 성남시 분당구 판교로 253C동 303호 (삼평동, 판교이노밸리) ",2367
238,076340,관악산업,064201,기반조성 및 시설물 축조관련 전문공사업,"4,871,460","2,435,730,000","500",원(KRW),02-2240-7900,"서울특별시 송파구 올림픽로 293-19 (신천동, 현대타워빌딩 2층) ",2367
239,009290,광동제약,032102,의약품 제조업,"52,420,851","52,420,851,000","1,000",원(KRW),02-6006-7777,서울특별시 서초구  서초중앙로 85 가산빌딩 ,2367
240,014200,광림,033001,자동차용 엔진 및 자동차 제조업,"52,922,234","26,461,117,000","500",원(KRW),043 -260 -9111,충청북도 청원군  현도면 청남로 484 (주)광림 ,2367
241,017040,광명전기,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","43,337,615","21,668,807,500","500",원(KRW),031-494-0720,경기도 안산시 단원구  목내로 160 (목내동) ,2367
242,017900,광전자,032601,반도체 제조업,"57,943,763","28,971,881,500","500",원(KRW),063-839-1111,전라북도 익산시 약촌로8길 62-8 (어양동),2367
243,037710,광주신세계,074701,종합 소매업,"1,600,000","8,000,000,000","5,000",원(KRW),062-360-1234,광주광역시 서구  무진대로 932 (주)광주신세계,2367
244,026910,광진실업,032401,1차 철강 제조업,"6,405,405","3,202,702,500","500",원(KRW),051 -204 -9101,부산 사하구 신평동 370-103 ,2367
